#x_rot,y_rot,z_rot,V_homo,V_lumo
72,80,26,-0.014879,-0.007513
72,82,26,-0.001812,-0.045266
72,84,26,0.021991,-0.064063
72,86,26,0.000000,0.000000
72,88,26,-0.060522,-0.055504
72,90,26,0.085215,-0.058575
74,0,26,0.009364,0.010769
74,2,26,0.007849,0.012501
74,4,26,-0.006200,-0.014096
74,6,26,-0.004242,-0.015648
74,8,26,-0.001514,0.017246
74,10,26,0.006439,0.018844
74,12,26,0.015844,0.020858
74,14,26,-0.025818,0.023167
74,16,26,-0.035440,-0.025930
74,18,26,-0.043725,0.029367
74,20,26,-0.052654,-0.033938
74,22,26,0.064566,0.038392
74,24,26,-0.077416,0.036336
74,26,26,0.090698,-0.035982
74,28,26,0.104698,-0.035736
74,30,26,0.089922,0.035450
74,32,26,0.099583,0.027241
74,34,26,0.098387,0.022727
74,36,26,-0.087187,0.021329
74,38,26,0.063069,0.036583
74,40,26,-0.035611,-0.040042
74,42,26,0.000000,0.000000
74,44,26,0.000000,0.000000
74,46,26,0.000000,0.000000
74,48,26,0.078012,-0.036025
74,50,26,0.074701,-0.036112
74,52,26,0.070440,0.034756
74,54,26,-0.096116,0.010233
74,56,26,0.070381,0.015705
74,58,26,-0.041503,-0.020719
74,60,26,0.034338,0.010792
74,62,26,0.000000,0.000000
74,64,26,-0.033682,0.014365
74,66,26,0.000000,0.000000
74,68,26,0.025465,-0.000231
74,70,26,-0.024198,-0.000554
74,72,26,-0.039838,-0.002281
74,74,26,-0.064534,-0.005869
74,76,26,0.059163,0.005432
74,78,26,-0.036494,0.004301
74,80,26,0.016154,-0.010356
74,82,26,-0.000092,0.036135
74,84,26,0.017997,0.052905
74,86,26,0.000000,0.000000
74,88,26,-0.059882,-0.057333
74,90,26,0.082125,-0.059820
76,0,26,-0.012672,0.009718
76,2,26,0.011606,-0.011485
76,4,26,0.010541,0.013127
76,6,26,0.009473,-0.014717
76,8,26,-0.008627,0.016299
76,10,26,-0.009196,-0.017851
76,12,26,-0.014540,0.019341
76,14,26,-0.023420,-0.023836
76,16,26,0.034187,0.027135
76,18,26,-0.043456,0.031427
76,20,26,0.053689,0.037330
76,22,26,-0.051997,-0.016084
76,24,26,0.074677,0.037022
76,26,26,-0.082213,0.038173
76,28,26,0.102213,-0.036749
76,30,26,-0.093336,0.034718
76,32,26,-0.100699,0.024140
76,34,26,-0.098534,0.019771
76,36,26,-0.085601,-0.011222
76,38,26,-0.056574,-0.038034
76,40,26,0.000000,0.000000
76,42,26,-0.048488,-0.007476
76,44,26,0.000000,0.000000
76,46,26,0.085428,-0.040782
76,48,26,-0.081674,-0.036588
76,50,26,-0.080275,0.034618
76,52,26,0.080786,-0.030998
76,54,26,0.094124,-0.001190
76,56,26,0.074533,0.009281
76,58,26,-0.045268,-0.016669
76,60,26,-0.033233,0.007476
76,62,26,0.031852,-0.013048
76,64,26,-0.029163,0.012002
76,66,26,0.000000,0.000000
76,68,26,0.019845,-0.000042
76,70,26,-0.019697,-0.000699
76,72,26,-0.039589,-0.002936
76,74,26,0.065671,-0.007620
76,76,26,-0.060230,0.006764
76,78,26,-0.036952,0.005603
76,80,26,-0.017182,-0.012435
76,82,26,-0.001348,0.029906
76,84,26,-0.014683,-0.041754
76,86,26,-0.037072,-0.018075
76,88,26,0.056735,0.059160
76,90,26,-0.073970,-0.059741
78,0,26,-0.016454,0.008576
78,2,26,0.015836,-0.010354
78,4,26,-0.015340,-0.012026
78,6,26,0.015087,-0.013665
78,8,26,-0.015548,0.015325
78,10,26,0.017965,-0.017076
78,12,26,-0.023742,-0.019066
78,14,26,-0.031583,-0.021436
78,16,26,-0.038261,0.024011
78,18,26,-0.042718,0.026236
78,20,26,0.046941,-0.026291
78,22,26,-0.060051,0.025546
78,24,26,-0.069987,-0.040051
78,26,26,-0.074031,-0.040573
78,28,26,-0.094890,-0.037069
78,30,26,0.095511,-0.031980
78,32,26,-0.100848,-0.020898
78,34,26,-0.098344,-0.015658
78,36,26,0.083870,0.008106
78,38,26,-0.052864,-0.039566
78,40,26,0.045580,0.013584
78,42,26,-0.070290,0.005325
78,44,26,-0.095752,0.047040
78,46,26,-0.089286,0.042970
78,48,26,0.086700,-0.037265
78,50,26,-0.086760,0.034933
78,52,26,-0.080242,0.031378
78,54,26,-0.090868,0.008488
78,56,26,-0.079235,0.000421
78,58,26,0.050501,0.010538
78,60,26,0.032005,-0.000730
78,62,26,0.000000,0.000000
78,64,26,0.024473,0.008934
78,66,26,0.000000,0.000000
78,68,26,0.014521,-0.000098
78,70,26,0.015450,0.000768
78,72,26,-0.040006,0.003924
78,74,26,0.066272,-0.009588
78,76,26,-0.060482,-0.008046
78,78,26,0.037048,0.006940
78,80,26,-0.018013,0.013940
78,82,26,0.002634,0.026225
78,84,26,0.011963,0.034199
78,86,26,-0.033670,-0.022630
78,88,26,0.000000,0.000000
78,90,26,-0.067543,0.059522
80,0,26,0.020565,0.007371
80,2,26,-0.020345,0.009148
80,4,26,-0.020338,-0.010863
80,6,26,0.020722,0.012606
80,8,26,0.021981,0.014474
80,10,26,-0.025027,-0.016608
80,12,26,-0.030576,-0.019177
80,14,26,-0.037674,-0.022209
80,16,26,-0.043479,0.025465
80,18,26,-0.047762,-0.028410
80,20,26,0.052252,-0.028798
80,22,26,-0.062339,-0.031677
80,24,26,0.064420,-0.042704
80,26,26,0.067251,-0.043381
80,28,26,0.085277,0.037282
80,30,26,0.096354,-0.027846
80,32,26,0.100437,0.017400
80,34,26,0.097916,-0.009431
80,36,26,-0.083906,-0.021206
80,38,26,0.000000,0.000000
80,40,26,0.050663,-0.010777
80,42,26,0.090184,0.025327
80,44,26,0.100177,-0.049124
80,46,26,0.094673,0.045760
80,48,26,-0.093057,-0.040958
80,50,26,0.092941,-0.036679
80,52,26,-0.087107,0.030510
80,54,26,-0.090794,0.014919
80,56,26,-0.081991,-0.008290
80,58,26,-0.063638,0.009858
80,60,26,-0.027615,-0.000238
80,62,26,0.000000,0.000000
80,64,26,-0.019291,-0.005804
80,66,26,0.000000,0.000000
80,68,26,-0.009524,0.000137
80,70,26,0.000000,0.000000
80,72,26,-0.040566,-0.005340
80,74,26,0.065879,-0.011464
80,76,26,0.060272,-0.009244
80,78,26,-0.039406,-0.011368
80,80,26,0.018723,-0.014997
80,82,26,-0.003824,0.023983
80,84,26,-0.009688,-0.030231
80,86,26,-0.030312,0.026083
80,88,26,0.000000,0.000000
80,90,26,0.062604,0.059224
82,0,26,-0.024791,0.006113
82,2,26,0.024863,0.007889
82,4,26,-0.025200,0.009664
82,6,26,-0.025975,-0.011557
82,8,26,-0.027586,-0.013702
82,10,26,-0.030673,-0.016272
82,12,26,-0.035760,0.019403
82,14,26,0.042210,0.023025
82,16,26,-0.046908,-0.026877
82,18,26,0.051060,-0.030599
82,20,26,-0.055572,-0.031568
82,22,26,0.061967,-0.035710
82,24,26,-0.060387,0.045316
82,26,26,0.062004,0.046752
82,28,26,-0.074900,0.038146
82,30,26,-0.096125,-0.023223
82,32,26,-0.099620,-0.013310
82,34,26,-0.097528,0.000968
82,36,26,-0.085984,-0.029124
82,38,26,0.000000,0.000000
82,40,26,0.000000,0.000000
82,42,26,0.109130,-0.050806
82,44,26,-0.103225,0.051973
82,46,26,-0.099530,0.050295
82,48,26,0.098424,-0.045620
82,50,26,-0.097834,-0.039026
82,52,26,0.094246,0.030842
82,54,26,-0.093511,-0.019025
82,56,26,-0.084657,0.013833
82,58,26,-0.066383,-0.018284
82,60,26,-0.025743,-0.002889
82,62,26,0.000000,0.000000
82,64,26,-0.013650,0.002519
82,66,26,-0.008640,-0.000863
82,68,26,-0.001205,0.000572
82,70,26,0.000000,0.000000
82,72,26,-0.082981,-0.026782
82,74,26,0.083850,0.008606
82,76,26,-0.059815,0.008718
82,78,26,-0.039418,-0.012509
82,80,26,-0.019416,0.015684
82,82,26,-0.004969,-0.022404
82,84,26,0.007744,0.027825
82,86,26,-0.027141,-0.028156
82,88,26,-0.047121,0.032135
82,90,26,0.058957,-0.058865
84,0,26,-0.028853,0.004786
84,2,26,-0.029081,0.006568
84,4,26,0.029591,0.008417
84,6,26,0.030533,0.010479
84,8,26,-0.032208,0.012922
84,10,26,0.035090,-0.015912
84,12,26,-0.039657,-0.019544
84,14,26,-0.045470,0.023653
84,16,26,-0.048426,-0.027940
84,18,26,-0.052375,0.032516
84,20,26,-0.056802,-0.034222
84,22,26,0.060972,-0.038652
84,24,26,0.057887,0.047818
84,26,26,0.058560,0.050658
84,28,26,0.065781,-0.041096
84,30,26,-0.094862,-0.018615
84,32,26,-0.098535,0.008100
84,34,26,0.097635,0.008634
84,36,26,0.089880,-0.035488
84,38,26,0.000000,0.000000
84,40,26,0.000000,0.000000
84,42,26,0.106964,-0.054318
84,44,26,-0.103237,0.055576
84,46,26,-0.101178,0.054682
84,48,26,-0.100665,0.049552
84,50,26,-0.100801,-0.041122
84,52,26,-0.100411,-0.031810
84,54,26,-0.096955,0.022188
84,56,26,-0.087164,-0.018028
84,58,26,0.067904,-0.022894
84,60,26,0.029493,0.006856
84,62,26,0.000000,0.000000
84,64,26,0.008341,0.000799
84,66,26,0.004043,0.000038
84,68,26,-0.000370,-0.000104
84,70,26,0.000000,0.000000
84,72,26,-0.047417,0.000702
84,74,26,0.079813,0.006942
84,76,26,-0.062417,0.008491
84,78,26,-0.039762,-0.013412
84,80,26,-0.020201,0.016047
84,82,26,0.006120,-0.021089
84,84,26,0.006030,0.025949
84,86,26,-0.024208,-0.029067
84,88,26,-0.044298,0.034450
84,90,26,-0.056436,0.058440
86,0,26,-0.032384,-0.003353
86,2,26,0.032633,-0.005158
86,4,26,0.033172,0.007091
86,6,26,-0.034132,-0.009329
86,8,26,-0.035756,-0.012052
86,10,26,0.038413,-0.015416
86,12,26,-0.042538,0.019473
86,14,26,-0.047775,0.023978
86,16,26,0.048018,-0.028481
86,18,26,-0.051649,-0.034031
86,20,26,-0.055931,-0.036593
86,22,26,0.059791,-0.040905
86,24,26,-0.057276,0.049732
86,26,26,-0.058017,0.054456
86,28,26,-0.062333,0.048019
86,30,26,0.092533,-0.013951
86,32,26,0.097457,-0.001253
86,34,26,-0.098484,-0.018783
86,36,26,0.094946,0.041998
86,38,26,0.008127,0.000385
86,40,26,-0.105980,0.057934
86,42,26,-0.103283,0.058431
86,44,26,0.100767,0.059210
86,46,26,-0.099433,0.057918
86,48,26,-0.099373,-0.051996
86,50,26,0.101087,-0.042625
86,52,26,-0.105131,-0.033120
86,54,26,-0.100262,-0.024891
86,56,26,0.089070,-0.021198
86,58,26,-0.068395,-0.025705
86,60,26,0.030044,-0.009461
86,62,26,0.008329,0.000537
86,64,26,0.003762,0.000136
86,66,26,0.000320,-0.000646
86,68,26,0.000000,0.000000
86,70,26,0.000000,0.000000
86,72,26,-0.050713,0.000223
86,74,26,0.076560,0.006294
86,76,26,0.065234,-0.007943
86,78,26,-0.040845,0.014042
86,80,26,0.021187,-0.016123
86,82,26,-0.007325,0.019838
86,84,26,-0.004441,0.024199
86,86,26,-0.021479,0.029099
86,88,26,0.041747,-0.036252
86,90,26,-0.054895,0.057935
88,0,26,-0.034884,-0.001770
88,2,26,-0.035069,0.003633
88,4,26,0.035552,0.005668
88,6,26,-0.036474,-0.008079
88,8,26,0.038063,0.011055
88,10,26,-0.040620,0.014736
88,12,26,-0.044512,0.019149
88,14,26,-0.049422,-0.023986
88,16,26,-0.045785,0.028448
88,18,26,-0.048973,0.035130
88,20,26,0.052946,-0.038621
88,22,26,-0.058407,-0.042581
88,24,26,-0.059970,-0.049861
88,26,26,-0.061548,-0.056044
88,28,26,0.061548,0.055098
88,30,26,0.089201,0.008954
88,32,26,0.096792,-0.007813
88,34,26,-0.099685,-0.029778
88,36,26,0.099481,0.049291
88,38,26,-0.102797,-0.060110
88,40,26,-0.102648,-0.062880
88,42,26,-0.099806,0.062642
88,44,26,-0.097634,0.062557
88,46,26,0.095956,0.060163
88,48,26,-0.095527,0.053404
88,50,26,-0.098241,-0.043834
88,52,26,-0.108294,-0.034688
88,54,26,-0.102922,-0.027307
88,56,26,-0.089885,0.023486
88,58,26,-0.067737,-0.026976
88,60,26,-0.032436,-0.040609
88,62,26,-0.004137,0.000035
88,64,26,0.000532,-0.000588
88,66,26,-0.004581,0.001239
88,68,26,-0.010073,-0.000331
88,70,26,0.000000,0.000000
88,72,26,0.053923,-0.000450
88,74,26,-0.074726,0.003024
88,76,26,-0.066762,0.007915
88,78,26,-0.042969,-0.014352
88,80,26,-0.022472,0.015944
88,82,26,0.008619,-0.018551
88,84,26,-0.002877,-0.022413
88,86,26,0.018872,0.028465
88,88,26,0.039317,0.037378
88,90,26,-0.054198,-0.057352
90,0,26,-0.035809,-0.000000
90,2,26,0.035917,-0.001978
90,4,26,-0.036324,0.004151
90,6,26,-0.037215,-0.006738
90,8,26,-0.038837,0.009936
90,10,26,0.041473,-0.013883
90,12,26,0.045436,-0.018588
90,14,26,0.050518,0.023714
90,16,26,-0.041862,-0.027932
90,18,26,0.044531,-0.035899
90,20,26,-0.047987,-0.040226
90,22,26,-0.056698,-0.043637
90,24,26,0.067161,0.045898
90,26,26,0.067955,0.053069
90,28,26,-0.061727,0.060948
90,30,26,-0.085593,0.003298
90,32,26,-0.096512,-0.020277
90,34,26,-0.099988,-0.041724
90,36,26,-0.101165,-0.056943
90,38,26,-0.102717,0.065683
90,40,26,0.098956,-0.067353
90,42,26,0.097044,-0.066768
90,44,26,-0.094836,-0.065706
90,46,26,0.092032,-0.062042
90,48,26,-0.090185,0.054599
90,50,26,0.092531,-0.045206
90,52,26,0.109446,0.036462
90,54,26,-0.104227,0.029585
90,56,26,-0.089104,0.025094
90,58,26,0.065731,0.026702
90,60,26,0.032991,-0.038836
90,62,26,0.000148,-0.000742
90,64,26,-0.004674,-0.001164
90,66,26,0.008613,-0.000634
90,68,26,-0.016346,0.000315
90,70,26,0.000000,0.000000
90,72,26,0.056878,0.001182
90,74,26,-0.073187,-0.003264
90,76,26,-0.070432,0.009914
90,78,26,-0.046064,-0.014330
90,80,26,0.024133,-0.015548
90,82,26,-0.010023,0.017181
90,84,26,-0.001263,0.020527
90,86,26,-0.016298,-0.027324
90,88,26,0.036861,-0.037868
90,90,26,0.054216,0.056744
0,0,28,0.008243,0.004505
0,2,28,0.008268,0.004500
0,4,28,0.008344,-0.004484
0,6,28,-0.008473,-0.004453
0,8,28,0.008660,0.004397
0,10,28,0.008912,0.004305
0,12,28,0.009232,-0.004164
0,14,28,-0.009622,0.003962
0,16,28,-0.010078,-0.003685
0,18,28,0.010592,0.003320
0,20,28,-0.011157,0.002850
0,22,28,-0.011763,0.002251
0,24,28,0.012407,-0.001492
0,26,28,0.013101,-0.000521
0,28,28,0.013901,-0.000779
0,30,28,0.015061,-0.002753
0,32,28,0.017396,-0.006334
0,34,28,-0.020820,-0.011154
0,36,28,0.025013,-0.016206
0,38,28,0.029508,-0.020007
0,40,28,-0.061215,0.013772
0,42,28,0.076455,0.016999
0,44,28,-0.083476,-0.016938
0,46,28,-0.058834,0.040005
0,48,28,-0.082924,-0.043388
0,50,28,-0.090777,0.042153
0,52,28,-0.084865,-0.041531
0,54,28,-0.069464,-0.043651
0,56,28,0.038925,0.044873
0,58,28,-0.017917,-0.050035
0,60,28,0.010577,0.062966
0,62,28,-0.006582,0.078455
0,64,28,0.007270,0.091969
0,66,28,0.001168,-0.052707
0,68,28,-0.009487,-0.037210
0,70,28,0.023638,-0.029222
0,72,28,-0.042306,0.022595
0,74,28,-0.065646,-0.013131
0,76,28,0.088241,-0.009590
0,78,28,0.086880,-0.018965
0,80,28,0.065473,0.023909
0,82,28,-0.034939,-0.025511
0,84,28,-0.028839,0.005591
0,86,28,-0.022720,0.006581
0,88,28,-0.020440,-0.007853
0,90,28,0.062680,0.000000
2,0,28,-0.008252,0.004520
2,2,28,-0.008310,-0.004488
2,4,28,-0.008419,0.004445
2,6,28,0.008581,-0.004385
2,8,28,0.008802,-0.004298
2,10,28,0.009090,0.004174
2,12,28,-0.009448,0.003998
2,14,28,-0.009879,0.003758
2,16,28,-0.010380,0.003442
2,18,28,0.010946,-0.003035
2,20,28,0.011570,-0.002519
2,22,28,0.012249,-0.001872
2,24,28,-0.012986,-0.001058
2,26,28,0.013804,-0.000011
2,28,28,0.014789,0.001417
2,30,28,0.016251,0.003650
2,32,28,0.018819,0.007479
2,34,28,-0.022312,0.012490
2,36,28,-0.026621,0.018034
2,38,28,-0.031313,-0.023022
2,40,28,-0.034896,-0.024228
2,42,28,-0.074764,0.013120
2,44,28,-0.081076,-0.013077
2,46,28,-0.062333,0.037915
2,48,28,-0.087504,-0.041494
2,50,28,-0.095177,0.040950
2,52,28,-0.087837,0.040623
2,54,28,0.071240,-0.043242
2,56,28,0.042101,0.047056
2,58,28,0.017665,-0.051882
2,60,28,-0.008761,-0.064693
2,62,28,-0.003611,0.079578
2,64,28,-0.002391,-0.092164
2,66,28,0.000933,0.058042
2,68,28,0.010922,-0.040679
2,70,28,0.023816,0.031711
2,72,28,-0.040630,0.025160
2,74,28,0.062061,-0.016824
2,76,28,0.083622,0.003532
2,78,28,-0.085131,0.019980
2,80,28,0.064169,0.026795
2,82,28,0.034581,-0.026807
2,84,28,0.052054,-0.004797
2,86,28,0.021123,-0.007130
2,88,28,0.019087,0.008792
2,90,28,0.000000,0.000000
4,0,28,-0.008278,-0.004565
4,2,28,-0.008369,0.004508
4,4,28,0.008511,0.004437
4,6,28,0.008708,0.004347
4,8,28,0.008965,-0.004230
4,10,28,0.009290,0.004071
4,12,28,-0.009687,0.003859
4,14,28,0.010161,-0.003580
4,16,28,0.010710,0.003221
4,18,28,0.011331,0.002767
4,20,28,-0.012022,-0.002200
4,22,28,0.012781,-0.001496
4,24,28,-0.013619,-0.000615
4,26,28,-0.014573,0.000521
4,28,28,-0.015756,-0.002093
4,30,28,-0.017496,-0.004573
4,32,28,0.020245,-0.008590
4,34,28,0.023866,0.013793
4,36,28,-0.028332,0.019722
4,38,28,-0.033243,0.025505
4,40,28,0.037736,0.029066
4,42,28,-0.037482,0.002832
4,44,28,0.000000,0.000000
4,46,28,-0.068209,-0.026866
4,48,28,0.092934,0.039576
4,50,28,0.100022,0.039651
4,52,28,0.091019,0.039550
4,54,28,-0.073026,0.042404
4,56,28,0.045228,-0.048487
4,58,28,0.018092,0.054081
4,60,28,0.007264,0.066443
4,62,28,0.001134,-0.080486
4,64,28,-0.005786,-0.090307
4,66,28,-0.003439,0.065682
4,68,28,0.012471,-0.044938
4,70,28,0.024143,0.034463
4,72,28,-0.039127,0.027757
4,74,28,-0.058588,0.020457
4,76,28,0.000000,0.000000
4,78,28,-0.083448,0.020639
4,80,28,-0.064439,-0.029357
4,82,28,0.035701,-0.028345
4,84,28,0.047404,-0.003094
4,86,28,-0.013260,0.003275
4,88,28,-0.011308,0.000145
4,90,28,-0.000000,0.000000
6,0,28,0.008314,-0.004646
6,2,28,0.008439,-0.004562
6,4,28,-0.008617,-0.004464
6,6,28,0.008850,0.004346
6,8,28,-0.009144,0.004196
6,10,28,0.009508,0.004003
6,12,28,-0.009947,-0.003753
6,14,28,0.010467,0.003433
6,16,28,-0.011068,0.003027
6,18,28,0.011750,0.002522
6,20,28,-0.012513,0.001898
6,22,28,0.013361,0.001128
6,24,28,0.014313,-0.000169
6,26,28,0.015416,0.001068
6,28,28,-0.016804,0.002796
6,30,28,0.018801,0.005501
6,32,28,-0.021725,0.009677
6,34,28,0.025522,0.015065
6,36,28,0.030173,0.021293
6,38,28,0.035333,-0.027574
6,40,28,0.040537,-0.032413
6,42,28,-0.045654,0.040402
6,44,28,0.051341,-0.006638
6,46,28,-0.072434,-0.027269
6,48,28,-0.098310,-0.037776
6,50,28,0.104992,-0.038537
6,52,28,0.094357,-0.038576
6,54,28,-0.074906,0.041387
6,56,28,-0.047814,-0.048932
6,58,28,0.019194,-0.056590
6,60,28,0.006035,0.068234
6,62,28,0.000924,0.081218
6,64,28,-0.007897,0.089589
6,66,28,0.007826,-0.078796
6,68,28,-0.014216,0.050196
6,70,28,-0.024629,-0.037568
6,72,28,0.037793,-0.030423
6,74,28,0.055257,-0.024102
6,76,28,0.000000,0.000000
6,78,28,-0.081415,-0.020698
6,80,28,0.065907,-0.031409
6,82,28,-0.037822,0.030287
6,84,28,-0.038078,-0.000157
6,86,28,0.000000,0.000000
6,88,28,-0.027630,0.012390
6,90,28,0.000000,0.039635
8,0,28,0.008353,-0.004766
8,2,28,-0.008512,0.004658
8,4,28,0.008726,0.004534
8,6,28,0.008998,0.004385
8,8,28,-0.009333,-0.004204
8,10,28,0.009740,0.003975
8,12,28,0.010224,0.003686
8,14,28,-0.010793,-0.003322
8,16,28,-0.011451,0.002867
8,18,28,-0.012200,-0.002305
8,20,28,0.013044,0.001617
8,22,28,-0.013992,-0.000774
8,24,28,-0.015069,-0.000272
8,26,28,-0.016334,-0.001623
8,28,28,-0.017937,-0.003514
8,30,28,0.020176,-0.006420
8,32,28,0.023293,0.010745
8,34,28,0.027304,0.016309
8,36,28,0.032169,-0.022779
8,38,28,0.037619,-0.029391
8,40,28,-0.043451,-0.034825
8,42,28,-0.049676,0.039172
8,44,28,0.000000,0.000000
8,46,28,-0.076540,-0.027144
8,48,28,0.102430,-0.035916
8,50,28,-0.109779,0.037757
8,52,28,0.097733,0.037884
8,54,28,0.076859,0.040419
8,56,28,0.049819,-0.048570
8,58,28,-0.020821,0.059137
8,60,28,0.005055,-0.070107
8,62,28,-0.002612,0.081907
8,64,28,0.009338,0.089628
8,66,28,-0.016088,0.092852
8,68,28,-0.016292,0.056666
8,70,28,0.025290,-0.041130
8,72,28,0.036626,0.033192
8,74,28,0.052061,0.027805
8,76,28,0.000000,0.000000
8,78,28,0.076582,-0.018958
8,80,28,0.067827,0.032559
8,82,28,-0.040826,0.032675
8,84,28,0.000774,-0.008377
8,86,28,0.019820,0.001006
8,88,28,-0.028941,0.006113
8,90,28,-0.000000,-0.040147
10,0,28,-0.008388,0.004932
10,2,28,-0.008582,-0.004800
10,4,28,0.008835,0.004649
10,6,28,0.009148,0.004472
10,8,28,0.009528,0.004257
10,10,28,-0.009981,0.003992
10,12,28,0.010514,-0.003663
10,14,28,-0.011137,0.003253
10,16,28,-0.011857,0.002745
10,18,28,0.012681,-0.002122
10,20,28,-0.013616,-0.001364
10,22,28,0.014675,0.000440
10,24,28,0.015890,0.000702
10,26,28,0.017331,-0.002177
10,28,28,-0.019157,0.004233
10,30,28,0.021635,0.007324
10,32,28,-0.024974,0.011794
10,34,28,0.029232,0.017529
10,36,28,-0.034343,-0.024208
10,38,28,0.040135,-0.031067
10,40,28,-0.046557,-0.036826
10,42,28,0.053590,0.040856
10,44,28,0.060907,-0.051891
10,46,28,-0.079870,-0.020780
10,48,28,-0.103577,-0.032563
10,50,28,-0.114014,-0.037031
10,52,28,-0.100968,-0.037490
10,54,28,-0.078754,-0.039652
10,56,28,0.051321,-0.047748
10,58,28,-0.022630,-0.061261
10,60,28,0.004363,-0.072192
10,62,28,-0.003969,-0.082739
10,64,28,-0.010386,-0.090262
10,66,28,0.017818,-0.094100
10,68,28,-0.018852,0.064422
10,70,28,0.026154,0.045251
10,72,28,-0.035622,-0.036107
10,74,28,0.048951,0.031587
10,76,28,0.065523,0.026018
10,78,28,0.075985,-0.006738
10,80,28,0.069245,0.032193
10,82,28,0.044877,-0.035290
10,84,28,0.028138,-0.028067
10,86,28,0.027129,-0.023203
10,88,28,0.007091,-0.009513
10,90,28,0.000000,0.040675
12,0,28,-0.008415,-0.005144
12,2,28,0.008645,0.004991
12,4,28,0.008939,-0.004815
12,6,28,-0.009298,0.004607
12,8,28,-0.009725,0.004360
12,10,28,-0.010228,-0.004059
12,12,28,0.010816,0.003688
12,14,28,0.011498,-0.003230
12,16,28,-0.012288,-0.002666
12,18,28,0.013194,-0.001978
12,20,28,-0.014228,-0.001144
12,22,28,-0.015411,-0.000133
12,24,28,-0.016777,-0.001113
12,26,28,-0.018409,0.002717
12,28,28,0.020465,-0.004938
12,30,28,-0.023192,-0.008204
12,32,28,-0.026787,-0.012824
12,34,28,-0.031326,-0.018727
12,36,28,0.036728,-0.025601
12,38,28,-0.042916,-0.032665
12,40,28,-0.049890,-0.038630
12,42,28,-0.057439,-0.042554
12,44,28,0.062431,0.046444
12,46,28,0.000000,0.000000
12,48,28,-0.102441,-0.026523
12,50,28,-0.116572,0.034956
12,52,28,-0.103703,-0.037096
12,54,28,-0.080373,-0.039144
12,56,28,0.052353,0.046846
12,58,28,-0.024229,0.062601
12,60,28,-0.004044,-0.074674
12,62,28,-0.005025,0.083935
12,64,28,-0.011196,0.091438
12,66,28,-0.018708,0.095187
12,68,28,-0.021832,-0.072844
12,70,28,-0.027256,0.049977
12,72,28,0.034770,-0.039184
12,74,28,-0.045844,-0.035403
12,76,28,-0.061084,-0.032795
12,78,28,0.000000,0.000000
12,80,28,0.000000,0.000000
12,82,28,-0.049690,0.037241
12,84,28,-0.029851,0.031160
12,86,28,0.028105,-0.019138
12,88,28,-0.001749,0.008014
12,90,28,-0.000000,-0.041274
14,0,28,0.008437,-0.005403
14,2,28,0.008705,-0.005230
14,4,28,-0.009042,-0.005029
14,6,28,-0.009448,0.004794
14,8,28,0.009927,-0.004515
14,10,28,-0.010485,-0.004177
14,12,28,-0.011130,-0.003765
14,14,28,-0.011878,0.003258
14,16,28,0.012744,0.002635
14,18,28,0.013741,-0.001878
14,20,28,0.014885,0.000964
14,22,28,-0.016202,-0.000139
14,24,28,-0.017734,0.001496
14,26,28,0.019569,0.003235
14,28,28,-0.021868,-0.005618
14,30,28,0.024864,0.009053
14,32,28,-0.028751,-0.013827
14,34,28,-0.033609,0.019902
14,36,28,-0.039355,0.026966
14,38,28,-0.045992,0.034216
14,40,28,-0.053453,-0.040322
14,42,28,0.061217,-0.044191
14,44,28,-0.064613,-0.043954
14,46,28,-0.069161,0.038339
14,48,28,0.100409,0.022459
14,50,28,-0.116703,-0.031226
14,52,28,0.105424,0.036219
14,54,28,-0.081445,0.038874
14,56,28,0.052880,-0.046200
14,58,28,0.025368,-0.063150
14,60,28,0.004193,0.077660
14,62,28,0.005785,-0.085729
14,64,28,0.011844,-0.093157
14,66,28,-0.019318,-0.096509
14,68,28,0.024572,-0.080120
14,70,28,-0.028617,-0.055217
14,72,28,0.034053,-0.042439
14,74,28,-0.042636,-0.039107
14,76,28,-0.056702,0.039113
14,78,28,0.074167,-0.034433
14,80,28,0.068779,-0.012667
14,82,28,-0.053902,0.037128
14,84,28,0.032890,-0.034120
14,86,28,0.000000,0.000000
14,88,28,0.014002,-0.008320
14,90,28,0.055961,0.037469
16,0,28,0.008459,-0.005703
16,2,28,-0.008767,0.005514
16,4,28,0.009148,0.005292
16,6,28,0.009604,0.005032
16,8,28,-0.010137,-0.004723
16,10,28,-0.010752,-0.004351
16,12,28,-0.011461,0.003897
16,14,28,-0.012281,0.003340
16,16,28,0.013229,-0.002658
16,18,28,0.014324,-0.001830
16,20,28,0.015588,-0.000833
16,22,28,0.017050,-0.000368
16,24,28,-0.018761,-0.001837
16,26,28,0.020813,-0.003713
16,28,28,-0.023372,0.006260
16,30,28,0.026661,0.009863
16,32,28,0.030881,-0.014799
16,34,28,-0.036107,-0.021051
16,36,28,0.042261,0.028309
16,38,28,-0.049379,-0.035732
16,40,28,0.057199,0.041929
16,42,28,0.064855,-0.045729
16,44,28,-0.066777,-0.043299
16,46,28,0.000000,0.000000
16,48,28,-0.098177,-0.013491
16,50,28,0.114734,0.027180
16,52,28,0.105925,0.034852
16,54,28,0.081713,-0.038778
16,56,28,-0.052854,0.046038
16,58,28,0.025959,0.063194
16,60,28,-0.004823,0.080910
16,62,28,-0.006211,-0.088335
16,64,28,0.012356,-0.095431
